=== TABELA: COMPRAS ===
ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total
CO02308,334.790.956-83,P004,2025-01-11,5,335.88,4.9,1679.4
CO02309,606.971.432-33,P007,2024-02-29,3,59.88,2.7,179.64
CO02310,296.530.780-58,P008,2024-08-20,1,219.89,3.4,219.89
CO02311,260.345.277-80,P024,2024-01-16,5,44.91,3.3,224.55
CO02312,195.938.869-40,P027,2024-05-09,1,116.91,1.3,116.91
CO02313,334.790.956-83,P006,2024/12/24,3,95.88,1.2,287.64
CO02314,552.791.318-75,P010,2025-05-05,2,142.89,3.4,285.78
CO02315,355.995.177-66,P022,2025-07-10,1,89.91,1.3,89.91
CO02316,491.993.139-70,P016,2024-08-13,3,38.39,4.6,115.17
CO02317,881.874.279-70,P023,2025-07-18,3,116.91,4.8,350.73
CO02318,405.871.499-63,P028,2024-09-30,2,35.91,3.1,71.82
CO02319,736.256.344-26,P023,2024-02-25,5,116.91,3.0,584.55
CO02320,730.927.651-71,P029,2025-09-28,4,39.9,3.8,159.6
CO02321,448.906.619-44,P009,2024-05-20,1,87.89,1.8,87.89
CO02322,129.147.432-17,P008,2024-08-03,3,219.89,4.0,659.67
CO02323,355.995.177-66,P012,2024-08-28,2,44.91,1.1,89.82
CO02324,334.790.956-83,P021,2024-01-22,4,249.9,4.8,999.6
CO02325,144.425.862-70,P027,2025-08-25,1,116.91,2.1,116.91
CO02326,403.332.469-32,P010,2025-09-16,1,142.89,1.2,142.89
CO02327,403.332.469-32,P016,2025-01-28,1,38.39,4.5,38.39
CO02328,881.874.279-70,P002,2024-07-07,2,219.89,1.8,439.78
CO02329,579.805.411-99,P018,2024-02-02,1,175.89,3.6,175.89
CO02330,806.356.567-48,P025,2025-09-15,3,219.89,4.7,659.67
CO02331,170.618.763-53,P030,2025-08-28,3,65.89,4.2,197.67
CO02332,128.218.998-43,P025,2025-09-28,1,219.89,2.4,219.89
CO02333,548.182.712-15,P028,2024-02-28,4,35.91,4.1,143.64
CO02334,840.684.690-70,P018,2025-11-25,4,175.89,4.8,703.56
CO02335,888.698.812-12,P028,2025-08-09,5,35.91,2.9,179.55
CO02336,944.593.925-47,P025,2025-01-25,5,219.89,2.0,1099.45
CO02337,662.234.394-66,P024,2024-01-16,2,44.91,1.5,89.82
CO02338,241.254.336-59,P026,2024-09-12,3,299.88,1.3,899.64
CO02339,806.356.567-48,P010,2024-02-09,3,142.89,3.3,428.67
CO02340,381.550.179-46,P012,2025-10-30,3,44.91,3.6,134.73
CO02341,928.990.106-30,P004,2024-11-24,3,335.88,3.3,1007.64
CO02342,151.670.355-25,P028,2024-01-18,2,35.91,2.8,71.82
CO02343,334.790.956-83,P001,2025-01-02,4,191.88,1.1,767.52
CO02344,621.822.379-63,P021,2024-02-29,5,249.9,1.9,1249.5
CO02345,942.753.480-23,P003,2025-07-18,3,24.9,4.6,74.7
CO02346,765.170.899-93,P003,2024-10-09,4,24.9,1.7,99.6
CO02347,868.981.888-23,P028,2025-10-07,4,35.91,1.5,143.64
CO02348,378.388.719-36,P005,2024-08-26,5,83.88,3.6,419.4
CO02349,789.769.761-22,P021,2025-06-02,1,249.9,1.7,249.9
CO02350,334.790.956-83,P019,2024-08-21,3,179.91,1.2,539.73
CO02351,710.579.641-42,P023,2024-01-17,3,116.91,4.9,350.73
CO02352,606.971.432-33,P018,2024-12-24,1,175.89,3.4,175.89
CO02353,840.684.690-70,P003,2025-06-07,5,24.9,2.8,124.5
CO02354,652.897.643-10,P008,2025-01-15,2,219.89,2.3,439.78
CO02355,805.708.581-47,P003,2024-05-26,4,24.9,4.5,99.6
CO02356,949.743.733-56,P011,2024-12-09,5,269.91,4.2,1349.55
CO02357,724.857.201-36,P029,2024-10-28,3,39.9,2.9,119.7
CO02358,891.396.181-39,P006,2024-06-02,3,95.88,1.2,287.64
CO02359,949.743.733-56,P004,2024-11-16,5,335.88,1.8,1679.4
CO02360,446.738.809-60,P023,2025-12-30,5,116.91,4.1,584.55
CO02361,730.927.651-71,P007,2024-02-03,4,59.88,4.3,239.52
CO02362,734.183.529-94,P013,2024-08-17,1,80.91,4.8,80.91
CO02363,905.652.997-56,P017,2025-03-04,5,80.91,3.5,404.55
CO02364,793.659.261-19,P024,2025-06-24,1,44.91,4.4,44.91
CO02365,697.508.470-38,P020,2025-06-16,4,87.89,3.6,351.56
CO02366,334.790.956-83,P011,2025-08-12,3,269.91,1.8,809.73
CO02367,379.546.597-13,P030,2025-01-05,2,65.89,2.3,131.78
CO02368,619.416.782-62,P015,2024-04-28,3,39.9,4.0,119.7
CO02369,411.393.315-65,P015,2024-12-26,4,39.9,2.4,159.6
CO02370,849.234.192-47,P017,2025-10-31,1,80.91,4.7,80.91
CO02371,492.295.713-75,P020,2025-03-04,2,87.89,2.8,175.78
CO02372,472.541.171-95,P019,2024-09-07,2,179.91,4.7,359.82
CO02373,724.857.201-36,P022,2025-09-12,5,89.91,3.7,449.55
CO02374,868.981.888-23,P026,2024-04-30,3,299.88,2.4,899.64
CO02375,471.999.951-49,P014,2024-05-31,4,79.9,3.0,319.6
CO02376,114.370.649-25,P016,2025-04-09,2,38.39,4.6,76.78
CO02377,928.990.106-30,P006,2025-07-21,,95.88,2.7,95.88
CO02378,826.262.418-80,P024,2024-02-04,1,44.91,1.5,44.91
CO02379,579.805.411-99,P001,2024-05-15,2,191.88,5.0,383.76
CO02380,424.741.835-72,P028,2025-03-08,5,35.91,4.7,179.55
CO02381,606.971.432-33,P005,2024-09-04,4,83.88,3.8,335.52
CO02382,379.546.597-13,P004,2024-12-10,3,335.88,4.6,1007.64
CO02383,840.684.690-70,P024,2024-12-29,1,44.91,1.3,44.91
CO02384,750.933.603-21,P030,2025-03-22,4,65.89,3.5,263.56
CO02385,405.871.499-63,P025,2024-07-06,4,219.89,3.8,879.56
CO02386,446.738.809-60,P003,2025-08-30,2,24.9,4.6,49.8
CO02387,413.779.695-57,P022,2025-03-25,4,89.91,2.5,359.64
CO02388,357.966.152-21,P017,2024-04-09,5,80.91,2.1,404.55
CO02389,619.416.782-62,P010,2025-07-31,4,142.89,2.4,571.56
CO02390,332.864.192-65,P029,2025-03-12,5,39.9,3.3,199.5
CO02391,888.698.812-12,P011,2024-07-01,4,269.91,2.3,1079.64
CO02392,614.973.643-30,P002,2024/10/11,2,219.89,2.7,439.78
CO02393,114.370.649-25,P029,2024-12-21,5,39.9,2.3,199.5
CO02394,517.438.655-69,P006,2025-05-13,1,95.88,2.2,95.88
CO02395,334.790.956-83,P008,2024-09-22,2,219.89,2.2,439.78
CO02396,840.684.690-70,P030,2024-05-24,2,65.89,3.7,131.78
CO02397,223.353.330-18,P007,2024-06-21,5,59.88,4.4,299.4
CO02398,891.396.181-39,P020,2025-07-06,1,87.89,4.8,87.89
CO02399,793.659.261-19,P026,2024-01-27,2,299.88,1.0,599.76
CO02400,413.779.695-57,P007,2025-08-07,3,59.88,4.8,179.64
CO02401,161.269.911-49,P024,2025-04-09,4,44.91,3.1,179.64
CO02402,379.546.597-13,P030,2024-05-02,1,65.89,3.9,65.89
CO02403,881.874.279-70,P029,2024-03-29,4,39.9,3.0,159.6
CO02404,322.159.693-79,P009,2024-03-21,1,87.89,4.9,87.89
CO02405,710.544.453-50,P024,2025-06-03,1,44.91,2.3,44.91
CO02406,,P009,2025-06-09,4,87.89,3.5,351.56
CO02407,961.754.619-87,P023,2024-02-09,3,116.91,4.6,350.73
CO02408,579.805.411-99,P004,2025-07-25,5,335.88,2.3,1679.4
CO02409,646.846.350-30,P021,2025-08-23,1,249.9,2.0,249.9
CO02410,223.838.297-50,P028,2024-09-28,2,35.91,3.7,71.82
CO02411,826.262.418-80,P005,2025-05-23,4,83.88,4.3,335.52
CO02412,517.438.655-69,P005,2024-03-31,2,83.88,3.5,167.76
CO02413,332.864.192-65,P028,2024-03-09,2,35.91,1.0,71.82
CO02414,986.252.557-78,P018,2024-07-01,5,175.89,1.8,879.45
CO02415,646.846.350-30,P014,2025-10-08,3,79.9,3.5,239.7
CO02416,724.326.763-18,P008,2025-11-03,3,219.89,2.9,659.67
CO02417,441.889.233-91,P029,2024-10-26,3,39.9,4.4,119.7
CO02418,448.906.619-44,P016,2025-07-10,4,38.39,3.4,153.56
CO02419,492.295.713-75,P010,2024-10-21,1,142.89,1.9,142.89
CO02420,819.980.564-19,P015,2025-03-11,3,39.9,2.0,119.7
CO02421,789.769.761-22,P006,2025-11-07,4,95.88,4.8,383.52
CO02422,789.769.761-22,P012,2025-05-10,4,44.91,3.8,179.64
CO02423,986.252.557-78,P020,2024-01-30,4,87.89,3.7,351.56
CO02424,405.871.499-63,P009,2025-02-22,5,87.89,1.9,439.45
CO02425,710.579.641-42,P018,2024-11-21,3,175.89,2,0,527.67
CO02426,260.345.277-80,P013,2024-09-23,4,80.91,2.7,323.64
CO02427,697.508.470-38,P009,2024-12-13,4,87.89,3.9,351.56
CO02428,167.316.680-50,P010,2025-08-09,4,142.89,2.6,571.56
CO02429,548.953.656-48,P018,2024-04-22,2,175.89,4.1,351.78
CO02430,177.706.807-90,P005,2024-01-22,5,83.88,3.2,419.4
CO02431,856.595.383-85,P003,2025-07-20,3,24.9,4.6,74.7
CO02432,887.756.448-24,P021,2025-01-05,1,249.9,3.1,249.9
CO02433,,P007,2025-02-09,2,59.88,4.4,119.76
CO02434,472.541.171-95,P010,2024-12-05,2,142.89,4.6,285.78
CO02435,260.345.277-80,P007,2024-01-14,5,59.88,3.9,299.4
CO02436,646.846.350-30,P028,2025-06-23,1,35.91,4.0,35.91
CO02437,172.626.343-45,P017,2024-02-13,4,80.91,4.2,323.64
CO02438,568.423.869-19,P010,2025-10-08,3,142.89,1.1,428.67
CO02439,195.938.869-40,P002,2025-01-21,3,219.89,4.0,659.67
CO02440,930.676.411-20,P005,2024-03-19,3,83.88,4.4,251.64
CO02441,961.754.619-87,P017,2025-07-08,4,80.91,1.1,323.64
CO02442,734.183.529-94,P004,2024-07-17,5,335.88,4.2,1679.4
CO02443,358.954.183-70,P026,2024-01-24,3,299.88,2.7,899.64
CO02444,185.758.538-27,P009,2024-09-27,4,87.89,1.8,351.56
CO02445,114.370.649-25,P016,2024-04-05,4,38.39,2,2,153.56
CO02446,710.544.453-50,P014,2024-10-18,5,79.9,2.1,399.5
CO02447,337.572.753-42,P017,2025-05-23,2,80.91,2.5,161.82
CO02448,580.590.551-53,P012,2025-04-08,5,44.91,3.9,224.55
CO02449,690.294.360-15,P019,2024-08-25,1,179.91,2.6,179.91
CO02450,750.933.603-21,P012,2025-10-20,4,44.91,3.3,179.64
CO02451,358.954.183-70,P011,2024-03-26,2,269.91,4,2,539.82
CO02452,223.353.330-18,P018,2025-05-16,2,175.89,1.8,351.78
CO02453,195.938.869-40,P003,2025-04-29,2,24.9,2.6,49.8
CO02454,129.147.432-17,P024,2024-03-01,5,44.91,4.0,224.55
CO02455,566.429.990-34,P009,2024-12-11,4,87.89,2.2,351.56
CO02456,734.183.529-94,P002,2025-09-05,3,219.89,3.8,659.67
CO02457,724.857.201-36,P028,2024-08-02,1,35.91,2.1,35.91
CO02458,849.234.192-47,P026,2024-11-16,4,299.88,3.2,1199.52
CO02459,296.530.780-58,P011,2025-06-10,4,269.91,3.8,1079.64
CO02460,743.199.742-92,P028,2025-03-11,1,35.91,4.7,35.91
CO02461,652.897.643-10,P013,2024-06-14,2,80.91,4.0,161.82
CO02462,129.147.432-17,P024,2025-03-24,1,44.91,1.7,44.91
CO02463,789.769.761-22,P002,2025-10-03,4,219.89,3.0,879.56
CO02464,350.643.521-82,P016,2025-07-14,2,38.39,4.0,76.78
CO02465,819.980.564-19,P013,2025-03-21,1,80.91,2.2,80.91
CO02466,379.546.597-13,P024,2025-09-21,3,44.91,3.1,134.73
CO02467,863.663.438-55,P019,2025-06-19,2,179.91,1.6,359.82
CO02468,491.993.139-70,P026,2025-01-15,5,299.88,4.8,1499.4
CO02469,332.864.192-65,P020,2024-08-03,3,87.89,2.9,263.67
CO02470,177.706.807-90,P030,2025-04-30,2,65.89,1.7,131.78
CO02471,674.303.833-93,P011,2025-04-26,4,269.91,1.7,1079.64
CO02472,839.996.836-43,P001,2024-07-23,3,191.88,3.8,575.64
CO02473,223.353.330-18,P018,2024-03-03,4,175.89,2.3,703.56
CO02474,662.234.394-66,P020,2025-10-13,2,87.89,1.3,175.78
CO02475,849.234.192-47,P029,2024-01-15,2,39.9,2.4,79.8
CO02476,466.315.798-41,P009,2025-03-12,3,87.89,4.3,263.67
CO02477,724.326.763-18,P024,2025-02-16,3,44.91,2.5,134.73
CO02478,835.813.493-73,P018,2024/07/26,5,175.89,3.6,879.45
CO02479,652.897.643-10,P019,2024-08-09,2,179.91,1.4,359.82
CO02480,241.254.336-59,P006,2024-05-09,3,95.88,,287.64
CO02481,129.147.432-17,P019,2025-08-29,4,179.91,2.3,719.64
CO02482,381.550.179-46,P026,2025-04-29,5,299.88,3.7,1499.4
CO02483,940.914.992-39,P006,2024-08-09,1,95.88,4.1,95.88
CO02484,830.419.508-95,P030,2024-06-17,5,65.89,1.6,329.45
CO02485,961.216.572-25,P028,2024-02-23,1,35.91,2.3,35.91
CO02486,322.159.693-79,P017,2025-04-28,4,80.91,2.7,323.64
CO02487,692.126.419-83,P010,2024-09-03,5,142.89,4.0,714.45
CO02488,849.234.192-47,P013,2025-12-24,4,80.91,4.1,323.64
CO02489,961.216.572-25,P012,2024-11-20,3,44.91,4.4,134.73
CO02490,724.991.491-89,P003,2024-06-19,5,24.9,4.4,124.5
CO02491,241.254.336-59,P023,2025-07-27,2,116.91,4.4,233.82
CO02492,881.874.279-70,P016,2025-07-25,3,38.39,3.7,115.17
CO02493,548.182.712-15,P021,2025-01-09,3,249.9,1.7,749.7
CO02494,662.234.394-66,P025,2024-08-06,3,219.89,3.9,659.67
CO02495,849.234.192-47,P029,2024-07-02,2,39.9,2.5,79.8
CO02496,674.303.833-93,P007,2024-07-18,,59.88,2.4,239.52
CO02497,,P019,2025-01-12,3,179.91,2.3,539.73
CO02498,125.147.350-70,P017,2024-02-04,1,80.91,3.4,80.91
CO02499,381.550.179-46,P021,2025-12-13,4,249.9,2.6,999.6
CO02500,125.147.350-70,P009,2024-02-01,1,87.89,4.9,87.89
CO02501,826.262.418-80,P020,2025-04-29,4,87.89,3.0,351.56
CO02502,490.685.467-83,P026,2024-01-30,1,299.88,1.2,299.88
CO02503,309.785.833-50,P023,2024-05-14,2,116.91,4.5,233.82
CO02504,187.849.597-18,P014,2025-10-14,1,79.9,1.2,79.9
CO02505,710.579.641-42,P011,2024-10-11,1,269.91,4.4,269.91
CO02506,466.315.798-41,P021,2024-12-06,5,249.9,3.9,1249.5
CO02507,736.256.344-26,P029,2025-08-23,2,39.9,4.6,79.8
CO02508,558.911.117-21,P017,2025-02-16,1,80.91,4.8,80.91
CO02509,805.708.581-47,P027,2025-05-28,1,116.91,1.3,116.91
CO02510,709.169.791-40,P024,2025-03-30,3,44.91,1.3,134.73
CO02511,167.316.680-50,P009,2025-06-01,5,87.89,1.8,439.45
CO02512,724.857.201-36,P006,2025-07-28,1,95.88,2.2,95.88
CO02513,950.188.385-67,P004,2025-12-14,3,335.88,2.9,1007.64
CO02514,662.269.371-77,P019,2024-04-02,4,179.91,1.4,719.64
CO02515,441.889.233-91,P024,2025-08-28,1,44.91,1.7,44.91
CO02516,926.144.847-68,P025,2024-08-10,2,219.89,4.2,439.78
CO02517,863.663.438-55,P015,2024-09-09,1,39.9,4.5,39.9
CO02518,435.316.565-51,P027,2024-05-15,2,116.91,4.0,233.82
CO02519,358.954.183-70,P002,2024-07-01,4,219.89,3.8,879.56
CO02520,241.254.336-59,P005,2024-08-19,5,83.88,2.3,419.4
CO02521,696.665.251-65,P009,2024-10-29,2,87.89,1.7,175.78
CO02522,868.981.888-23,P023,2025-05-16,4,116.91,2.1,467.64
CO02523,606.971.432-33,P019,2025/10/19,3,179.91,2.4,539.73
CO02524,,P015,2025-08-22,2,39.9,1.1,79.8
CO02525,403.332.469-32,P005,2025-12-20,5,83.88,3.3,419.4
CO02526,548.182.712-15,P012,2025-12-17,3,44.91,1.8,134.73
CO02527,229.614.704-52,P018,2024-08-03,3,175.89,1.4,527.67
CO02528,868.981.888-23,P007,2024-04-28,4,59.88,2.0,239.52
CO02529,332.864.192-65,P022,2025-04-23,2,89.91,2.9,179.82
CO02530,885.477.271-87,P012,2025-08-25,5,44.91,2.5,224.55
CO02531,266.479.463-36,P011,2024-01-09,1,269.91,3.5,269.91
CO02532,568.423.869-19,P014,2025-10-25,4,79.9,2.3,319.6
CO02533,107.172.824-90,P006,2025-04-23,3,95.88,2.2,287.64
CO02534,490.685.467-83,P006,2025-09-23,1,95.88,2.8,95.88
CO02535,933.878.663-14,P019,2025-02-12,5,179.91,3.8,899.55
CO02536,961.216.572-25,P027,2025-01-17,2,116.91,2.0,233.82
CO02537,170.618.763-53,P016,2024-08-27,4,38.39,2.2,153.56
CO02538,115.839.247-62,P004,2024-10-02,4,335.88,2.7,1343.52
CO02539,114.370.649-25,P013,2025-06-08,5,80.91,1.1,404.55
CO02540,548.953.656-48,P030,2025-12-15,3,65.89,4.5,197.67
CO02541,350.643.521-82,P007,2024-05-13,5,59.88,4.0,299.4
CO02542,915.679.901-15,P026,2024-11-12,1,299.88,4.9,299.88
CO02543,614.973.643-30,P026,2024-06-18,3,299.88,2.8,899.64
CO02544,218.891.513-75,P001,2024-06-25,2,191.88,1.8,383.76
CO02545,185.758.538-27,P010,2024-07-27,1,142.89,1.7,142.89
CO02546,548.182.712-15,P003,2025-07-22,2,24.9,1.6,49.8
CO02547,863.663.438-55,P001,2024-04-12,4,191.88,1.6,767.52
CO02548,826.262.418-80,P018,2025-04-28,4,175.89,3.8,703.56
CO02549,223.838.297-50,P027,2024-04-08,4,116.91,3.8,467.64
CO02550,146.155.666-47,P005,2024-05-16,3,83.88,4.1,251.64
CO02551,930.676.411-20,P025,2025-11-21,3,219.89,4.6,659.67
CO02552,535.217.657-38,P020,2024-12-21,4,87.89,3.1,351.56
CO02553,986.252.557-78,P022,2025-09-15,5,89.91,1.1,449.55
CO02554,357.966.152-21,P025,2024-12-14,2,219.89,2.5,439.78
CO02555,229.614.704-52,P027,2025-02-11,1,116.91,3.4,116.91
CO02556,652.897.643-10,P021,2024-07-11,2,249.9,1.6,499.8
CO02557,167.316.680-50,P007,2024-12-13,3,59.88,2.7,179.64
CO02558,403.332.469-32,P021,2024-10-18,2,249.9,2.7,499.8
CO02559,358.954.183-70,P013,2025-03-07,4,80.91,1.1,323.64
CO02560,357.966.152-21,P006,2024-04-18,4,95.88,3.7,383.52
CO02561,662.234.394-66,P026,2024-04-13,1,299.88,2.4,299.88
CO02562,894.635.489-67,P026,2024-05-11,1,299.88,1.6,299.88
CO02563,114.370.649-25,P017,2024-01-12,4,80.91,3.7,323.64
CO02564,,P021,2024-02-25,4,249.9,2.7,999.6
CO02565,185.758.538-27,P014,2024-04-28,3,79.9,4.0,239.7
CO02566,786.207.978-30,P017,2025-12-30,3,80.91,4.1,242.73
CO02567,915.679.901-15,P028,2024-04-24,5,35.91,4.9,179.55
CO02568,357.966.152-21,P014,2025-11-21,5,79.9,4.0,399.5
CO02569,471.999.951-49,P005,2025-12-25,1,83.88,2.3,83.88
CO02570,868.981.888-23,P007,2025-04-10,5,59.88,4.3,299.4
CO02571,548.182.712-15,P002,2024-05-04,4,219.89,2.1,879.56
CO02572,986.252.557-78,P015,2025-09-05,3,39.9,1.2,119.7
CO02573,413.779.695-57,P009,2024-10-30,4,87.89,2.3,351.56
CO02574,949.743.733-56,P018,2024-12-31,3,175.89,1.7,527.67
CO02575,805.708.581-47,P001,2025-10-13,4,191.88,2.3,767.52
CO02576,646.846.350-30,P020,2024-02-07,1,87.89,2.4,87.89
CO02577,337.572.753-42,P024,2024-03-27,4,44.91,2.0,179.64
CO02578,337.572.753-42,P004,2025-10-10,2,335.88,3.9,671.76
CO02579,566.429.990-34,P014,2025-04-14,3,79.9,2.4,239.7
CO02580,552.791.318-75,P030,2024-02-11,5,65.89,,329.45
CO02581,652.897.643-10,P011,2025-09-15,3,269.91,1.2,809.73
CO02582,107.172.824-90,P013,2024-03-21,5,80.91,4.9,404.55
CO02583,170.618.763-53,P030,2024-01-23,3,65.89,2.7,197.67
CO02584,674.109.214-19,P024,2024-03-22,3,44.91,3.9,134.73
CO02585,579.805.411-99,P004,2024-11-06,2,335.88,3.3,671.76
CO02586,424.741.835-72,P018,2024-02-20,2,175.89,3.8,351.78
CO02587,863.663.438-55,P019,2025-03-23,4,179.91,1.9,719.64
CO02588,381.550.179-46,P024,2025-11-18,2,44.91,2.1,89.82
CO02589,167.316.680-50,P020,2025-11-25,4,87.89,4.6,351.56
CO02590,517.438.655-69,P009,2024-01-20,1,87.89,2.6,87.89
CO02591,805.708.581-47,P022,2025-04-18,2,89.91,2.1,179.82
CO02592,736.256.344-26,P004,2025-12-27,2,335.88,1.9,671.76
CO02593,692.126.419-83,P008,2025-12-30,1,219.89,3.4,219.89
CO02594,218.891.513-75,P019,2024-12-02,4,179.91,3.5,719.64
CO02595,806.356.567-48,P013,2024-01-13,4,80.91,4.7,323.64
CO02596,470.750.948-68,P011,2025-03-31,3,269.91,2.4,809.73
CO02597,734.183.529-94,P015,2025-12-15,4,39.9,1.8,159.6
CO02598,779.206.999-27,P022,2024-02-03,4,89.91,2.0,359.64
CO02599,872.331.980-96,P003,2024-12-19,4,24.9,3.2,99.6
CO02600,187.849.597-18,P007,2024-10-25,5,59.88,2.5,299.4
CO02601,765.170.899-93,P015,2025-10-01,4,39.9,1.1,159.6
CO02602,724.326.763-18,P006,2025-03-17,5,95.88,2.4,479.4
CO02603,805.708.581-47,P025,2024-10-17,1,219.89,4.0,219.89
CO02604,743.199.742-92,P024,2025-01-19,4,44.91,5.0,179.64
CO02605,793.659.261-19,P005,2024-05-06,4,83.88,3.4,335.52
CO02606,223.353.330-18,P013,2024-04-23,2,80.91,1.8,161.82
CO02607,872.331.980-96,P010,2025-02-14,2,142.89,4.5,285.78
CO02608,381.108.679-97,P014,2025-03-04,3,79.9,4.0,239.7
CO02609,241.254.336-59,P011,2025-11-11,3,269.91,3.5,809.73
CO02610,736.256.344-26,P017,2024-08-18,5,80.91,3.1,404.55
CO02611,894.635.489-67,P016,2025-04-05,4,38.39,2.1,153.56
CO02612,568.423.869-19,P030,2024-01-04,2,65.89,2.6,131.78
CO02613,337.572.753-42,P027,2025-11-02,3,116.91,4.1,350.73
CO02614,378.388.719-36,P022,2025-10-30,1,89.91,2.5,89.91
CO02615,819.980.564-19,P014,2024-01-30,4,79.9,1.8,319.6
CO02616,690.294.360-15,P005,2024-03-23,5,83.88,3.5,419.4
CO02617,872.331.980-96,P024,2024-11-28,4,44.91,4.8,179.64
CO02618,195.938.869-40,P006,2025-12-01,5,95.88,3.5,479.4
CO02619,830.419.508-95,P012,2025-10-31,1,44.91,4.0,44.91
CO02620,146.155.666-47,P018,2024-06-14,5,175.89,4.5,879.45
CO02621,218.891.513-75,P012,2025-12-30,2,44.91,1.7,89.82
CO02622,854.440.901-62,P011,2024-02-01,2,269.91,2.2,539.82
CO02623,491.993.139-70,P019,2025-12-01,4,179.91,2.8,719.64
CO02624,881.874.279-70,P008,2025-05-27,2,219.89,4.9,439.78
CO02625,199.774.541-55,P026,2024-06-12,5,299.88,4.4,1499.4
CO02626,552.791.318-75,P015,2024-02-03,1,39.9,1.0,39.9
CO02627,724.857.201-36,P028,2025-01-29,5,35.91,5.0,179.55
CO02628,961.754.619-87,P026,2025-07-04,4,299.88,4.8,1199.52
CO02629,296.294.649-67,P023,2025-06-30,5,116.91,3.6,584.55
CO02630,949.743.733-56,P015,2024-03-02,4,39.9,4.3,159.6
CO02631,405.871.499-63,P026,2024-02-10,4,299.88,4.3,1199.52
CO02632,,P013,2025-03-26,5,80.91,3.5,404.55
CO02633,161.269.911-49,P026,2024-09-25,1,299.88,1.4,299.88
CO02634,942.753.480-23,P025,2025-01-10,1,219.89,3.9,219.89
CO02635,260.345.277-80,P022,2024-09-05,3,89.91,1.6,269.73
CO02636,492.295.713-75,P007,2025-10-19,3,59.88,1.4,179.64
CO02637,961.754.619-87,P015,2024-09-23,4,39.9,4.0,159.6
CO02638,470.750.948-68,P010,2025-04-06,4,142.89,2.3,571.56
CO02639,868.981.888-23,P019,2024-05-23,3,179.91,3.4,539.73
CO02640,709.169.791-40,P017,2025-01-14,3,80.91,1.1,242.73
CO02641,905.652.997-56,P012,2024-06-11,3,44.91,2.2,134.73
CO02642,944.593.925-47,P021,2025-03-26,3,249.9,2.9,749.7
CO02643,379.546.597-13,P005,2024-10-26,2,83.88,1.6,167.76
CO02644,403.332.469-32,P009,2024-08-04,2,87.89,,175.78
CO02645,724.326.763-18,P010,2024-09-22,2,142.89,,285.78
CO02646,558.911.117-21,P024,2025-06-13,5,44.91,4.0,224.55
CO02647,894.635.489-67,P016,2024-12-18,5,38.39,4.6,191.95
CO02648,309.785.833-50,P019,2025-01-18,5,179.91,2.3,899.55
CO02649,223.838.297-50,P028,2025-06-21,4,35.91,3.6,143.64
CO02650,492.295.713-75,P006,2024-01-15,4,95.88,4.6,383.52
CO02651,887.756.448-24,P011,2024-08-17,2,269.91,2.2,539.82
CO02652,734.183.529-94,P009,2024-05-02,5,87.89,4.1,439.45
CO02653,735.867.258-40,P012,2025-10-15,4,44.91,2.8,179.64
CO02654,928.990.106-30,P027,2024-07-26,5,116.91,4.6,584.55
CO02655,558.911.117-21,P022,2024-04-11,1,89.91,2.6,89.91
CO02656,177.706.807-90,P017,2025-07-01,1,80.91,2.1,80.91
CO02657,793.659.261-19,P028,2024-02-27,1,35.91,4.9,35.91
CO02658,750.933.603-21,P019,2024-09-19,5,179.91,2.0,899.55
CO02659,441.889.233-91,P023,2025-04-12,2,116.91,1.9,233.82
CO02660,357.966.152-21,P002,2024-10-11,5,219.89,2.1,1099.45
CO02661,830.419.508-95,P024,2024-03-06,2,44.91,3.9,89.82
CO02662,985.510.160-31,P017,2024-08-21,3,80.91,1.2,242.73
CO02663,552.791.318-75,P019,2024-04-10,5,179.91,2.9,899.55
CO02664,793.659.261-19,P029,2025-10-11,1,39.9,2.3,39.9
CO02665,961.754.619-87,P007,2024-03-26,4,59.88,1.5,239.52
CO02666,961.216.572-25,P007,2024-08-08,1,59.88,3.2,59.88
CO02667,448.906.619-44,P010,2025-03-16,5,142.89,1.0,714.45
CO02668,199.774.541-55,P024,2024-07-18,4,44.91,4.1,179.64
CO02669,933.878.663-14,P001,2025-09-07,3,191.88,4.0,575.64
CO02670,560.365.869-41,P016,2025-05-09,2,38.39,2.3,76.78
CO02671,424.741.835-72,P010,2025-06-28,3,142.89,2.1,428.67
CO02672,195.938.869-40,P011,2025-05-30,3,269.91,3.7,809.73
CO02673,358.954.183-70,P021,2024-07-05,4,249.9,1,4,999.6
CO02674,448.906.619-44,P001,2025-06-05,3,191.88,4.6,575.64
CO02675,826.262.418-80,P016,2025-03-18,2,38.39,1.7,76.78
CO02676,185.758.538-27,P004,2025-12-04,4,335.88,2.4,1343.52
CO02677,793.659.261-19,P027,2024-04-21,2,116.91,1.8,233.82
CO02678,619.416.782-62,P007,2024/11/23,3,59.88,3.0,179.64
CO02679,724.991.491-89,P016,2025-09-16,1,38.39,3.7,38.39
CO02680,940.914.992-39,P019,2024-07-15,2,179.91,2.3,359.82
CO02681,941.166.510-72,P026,2025-09-16,2,299.88,4.4,599.76
CO02682,568.423.869-19,P011,2025-10-31,5,269.91,4.9,1349.55
CO02683,805.708.581-47,P025,2024-09-26,3,219.89,1.9,659.67
CO02684,826.262.418-80,P030,2024-11-09,3,65.89,2.5,197.67
