ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total,Desconto,Valor_Com_Desconto,Forma_Pagamento,Data_Hora_Geracao
CO007775,772.398.928-89,P0007,2025-02-02,2,239.88,3.8,479.76,0.1,431.78,Dinheiro,2026-09-23 16:55:35
CO007776,,P0079,2025-07-24,5,59.88,3.8,299.4,0,299.4,Cartão de Débito,2026-09-23 16:55:35
CO007777,928.375.522-34,P0045,2024-03-16,3,53.91,4.0,161.73,0,161.73,PIX,2026-09-23 16:55:35
CO007778,801.556.459-38,P0015,2024-11-11,3,89.9,3.7,269.7,0,269.7,Boleto,2026-09-23 16:55:35
CO007779,549.986.220-40,P0063,2024-10-04,5,149.9,1.6,749.5,0.05,712.02,PIX,2026-09-23 16:55:35
CO007780,448.834.281-51,P0014,2024-01-15,5,139.9,4.4,699.5,0.05,664.52,Cartão de Crédito,2026-09-23 16:55:35
CO007781,500.572.891-96,P0018,2025-04-07,2,121.37,1.4,242.74,0.15,206.33,Dinheiro,2026-09-23 16:55:35
CO007782,611.753.708-19,P0079,2024-09-14,5,59.88,1.2,299.4,0,299.4,Vale-presente,2026-09-23 16:55:35
CO007783,925.752.317-11,P0077,2024-01-27,5,110.42,2.0,552.1,0,552.1,Cartão de Crédito,2026-09-23 16:55:35
CO007784,526.291.780-95,P0001,2024-08-23,3,274.89,1.4,824.67,0,824.67,Vale-presente,2026-09-23 16:55:35
CO007785,679.679.775-28,P0017,2024-06-02,5,94.37,4.0,471.85,0,471.85,Boleto,2026-09-23 16:55:35
CO007786,786.157.304-44,P0023,2025-04-03,5,129.9,2.4,649.5,0.2,519.6,Cartão de Débito,2026-09-23 16:55:35
CO007787,799.536.276-55,P0015,2024-02-27,2,89.9,2.7,179.8,0.05,170.81,Vale-presente,2026-09-23 16:55:35
CO007788,179.830.392-40,P0064,2024-08-04,5,119.9,2.7,599.5,0.15,509.57,Cartão de Crédito,2026-09-23 16:55:35
CO007789,141.236.202-90,P0003,2025-04-23,2,26.17,1.6,52.34,0,52.34,Dinheiro,2026-09-23 16:55:35
CO007790,995.140.972-47,P0056,2024-04-30,5,89.9,3.5,449.5,0,449.5,Cartão de Crédito,2026-09-23 16:55:35
CO007791,147.140.764-51,P0037,2024-07-31,4,87.89,1.6,351.56,0.2,281.25,Cartão de Crédito,2026-09-23 16:55:35
CO007792,528.710.241-83,P0047,2025-07-29,5,142.89,4.6,714.45,0,714.45,Cartão de Crédito,2026-09-23 16:55:35
CO007793,123.691.876-49,P0080,2025-02-11,3,249.9,4.8,749.7,0,749.7,Cartão de Crédito,2026-09-23 16:55:35
CO007794,329.765.170-93,P0075,2024-11-29,2,29.88,3.4,59.76,0.15,50.8,Boleto,2026-09-23 16:55:35
CO007795,170.350.478-46,P0075,2024-03-17,5,29.88,2.2,149.4,0,149.4,Cartão de Débito,2026-09-23 16:55:35
CO007796,211.116.307-76,P0047,2024-07-19,2,142.89,4.0,285.78,0.05,271.49,Dinheiro,2026-09-23 16:55:35
CO007797,133.912.775-75,P0072,2024-10-26,2,119.9,2.4,239.8,0.05,227.81,Boleto,2026-09-23 16:55:35
CO007798,163.950.899-38,P0070,2025-03-23,4,37.42,4.6,149.68,0.05,142.2,Dinheiro,2026-09-23 16:55:35
CO007799,368.187.508-74,P0046,2024-01-05,3,33.91,3.7,101.73,0.05,96.64,Cartão de Débito,2026-09-23 16:55:35
CO007800,477.788.866-96,P0072,2024-02-23,4,119.9,4.4,479.6,0.2,383.68,Dinheiro,2026-09-23 16:55:35
CO007801,757.728.736-41,P0077,2024-12-11,5,"110,42",2.7,552.1,0,552.1,PIX,2026-09-23 16:55:35
CO007802,389.843.405-85,P0048,2025-09-23,5,159.9,3.6,799.5,0,799.5,Cartão de Crédito,2026-09-23 16:55:35
CO007803,184.755.649-78,P0053,2024-06-18,5,33.91,2.8,169.55,0,169.55,Dinheiro,2026-09-23 16:55:35
CO007804,600.288.655-92,P0049,2024-02-17,5,254.91,3.0,1274.55,0,1274.55,Vale-presente,2026-09-23 16:55:35
CO007805,661.482.293-62,P0007,2024-01-07,3,239.88,3.8,719.64,0.05,683.66,Vale-presente,2026-09-23 16:55:35
CO007806,618.663.431-10,P0050,2024-07-06,2,26.17,3.0,52.34,0.2,41.87,Boleto,2026-09-23 16:55:35
CO007807,206.608.244-52,P0005,2025-04-20,3,79.9,1.4,239.7,0,239.7,Cartão de Débito,2026-09-23 16:55:35
CO007808,,P0081,2024-06-10,2,98.89,1.1,197.78,0.1,178.0,Cartão de Crédito,2026-09-23 16:55:35
CO007809,824.240.818-11,P0023,2024-08-17,1,129.9,1.7,129.9,0.2,103.92,Boleto,2026-09-23 16:55:35
CO007810,666.981.111-97,P0023,2024-10-15,5,129.9,4.3,649.5,0.15,552.07,Cartão de Débito,2026-09-23 16:55:35
CO007811,956.912.318-15,P0049,2024-09-06,2,254.91,4.6,509.82,0.05,484.33,Cartão de Débito,2026-09-23 16:55:35
CO007812,344.763.192-12,P0013,2025-08-27,3,219.9,3.0,659.7,0,659.7,Dinheiro,2026-09-23 16:55:35
CO007813,742.571.985-78,P0012,2025-11-20,3,53.87,3.7,161.61,0,161.61,Boleto,2026-09-23 16:55:35
CO007814,611.753.708-19,P0036,2025-09-04,3,149.93,"4,0",449.79,0.1,404.81,Cartão de Crédito,2026-09-23 16:55:35
CO007815,798.654.235-70,P0070,2024-08-20,3,37.42,1.9,112.26,0.15,95.42,Cartão de Débito,2026-09-23 16:55:35
CO007816,652.947.101-96,produto_62,2025-09-09,3,359.88,3.3,1079.64,0.15,917.69,Vale-presente,2026-09-23 16:55:35
CO007817,844.910.623-88,P0097,2024-08-16,1,27.39,2.7,27.39,0,27.39,Cartão de Débito,2026-09-23 16:55:35
CO007818,408.783.110-22,P0083,2024-05-16,5,143.91,3.8,719.55,0,719.55,Boleto,2026-09-23 16:55:35
CO007819,600.982.321-85,P0061,2025-08-08,3,"67,43",1.3,202.29,0,202.29,Vale-presente,2026-09-23 16:55:35
CO007820,546.720.623-24,P0009,2024-11-05,5,43.89,1.4,219.45,0.15,186.53,Boleto,2026-09-23 16:55:35
CO007821,65985671735,P0032,2025-09-13,1,67.92,1.5,67.92,0,67.92,Dinheiro,2026-09-23 16:55:35
CO007822,214.163.948-80,P0027,2025-07-09,4,212.41,4.4,849.64,0.1,764.68,Boleto,2026-09-23 16:55:35
CO007823,563.607.346-20,P0013,2024-10-15,1,219.9,2.3,219.9,0,219.9,Vale-presente,2026-09-23 16:55:35
CO007824,117.965.365-30,P0042,2024-04-14,5,189.9,4.0,949.5,0.15,807.07,Boleto,2026-09-23 16:55:35
CO007825,398.499.730-83,P0058,2025-12-22,3,155.88,1.2,467.64,0.2,374.11,Cartão de Débito,2026-09-23 16:55:35
CO007826,883.359.112-68,P0063,2024-09-25,3,149.9,0,449.7,0,449.7,Vale-presente,2026-09-23 16:55:35
CO007827,211.887.354-94,P0046,2024-04-01,5,33.91,3.9,169.55,0,169.55,PIX,2026-09-23 16:55:35
CO007828,353.435.544-84,P0039,2024-10-28,2,219.9,1.1,439.8,0.1,395.82,PIX,2026-09-23 16:55:35
CO007829,854.820.170-21,P0024,2024-11-24,5,79.9,3.5,399.5,0.05,379.52,Cartão de Débito,2026-09-23 16:55:35
CO007830,644.494.294-34,P0005,2024-11-28,4,79.9,3.2,319.6,0,319.6,Cartão de Débito,2026-09-23 16:55:35
CO007831,860.666.259-44,P0091,2024-05-03,3,169.9,2.2,509.7,0,509.7,Boleto,2026-09-23 16:55:35
CO007832,408.515.661-10,P0074,2025-04-03,2,80.87,2.8,161.74,0.2,129.39,Dinheiro,2026-09-23 16:55:35
CO007833,559.703.384-10,P0057,2024-01-31,5,59.93,5.0,299.65,0.15,254.7,Vale-presente,2026-09-23 16:55:35
CO007834,985.899.885-97,P0012,2024-08-04,4,53.87,3.3,215.48,0,215.48,Cartão de Débito,2026-09-23 16:55:35
CO007835,440.665.881-79,P0022,2025-07-23,5,98.89,2.1,494.45,0.2,395.56,Cartão de Crédito,2026-09-23 16:55:35
CO007836,685.662.960-72,P0077,2025-01-03,3,110.42,4.9,331.26,0.2,265.01,Boleto,2026-09-23 16:55:35
CO007837,245.676.292-73,P0069,2024-03-04,2,239.88,2.9,479.76,0.15,407.8,Vale-presente,2026-09-23 16:55:35
CO007838,582.231.858-43,P0075,2025-03-01,5,29.88,4.4,149.4,0,149.4,Boleto,2026-09-23 16:55:35
CO007839,972.401.163-57,P0015,2025-11-18,3,89.9,2.6,269.7,0.15,229.24,Cartão de Débito,2026-09-23 16:55:35
CO007840,686.256.536-49,P0004,2025-06-20 ,4,169.9,4.5,679.6,0.2,543.68,Vale-presente,2026-09-23 16:55:35
CO007841,865.116.465-18,P0064,2024-06-22,4,119.9,1.5,479.6,0,479.6,Vale-presente,2026-09-23 16:55:35
CO007842,377.675.812-44,P0046,2025-09-30,1,33.91,3.6,33.91,0,33.91,Cartão de Débito,2026-09-23 16:55:35
CO007843,338.716.324-12,P0076,2025-04-25,4,110.42,3.3,441.68,0,441.68,Cartão de Crédito,2026-09-23 16:55:35
CO007844,311.246.755-44,P0034,2025-07-29,5,329.89,2.0,1649.45,0,1649.45,Cartão de Débito,2026-09-23 16:55:35
CO007845,896.306.194-66,P0085,2025-01-02,4,359.88,1.8,1439.52,0.05,1367.54,Boleto,2026-09-23 16:55:35
CO007846,622.628.815-39,P0089,2024-09-05,3,"121,37",3.4,364.11,0,364.11,Vale-presente,2026-09-23 16:55:35
CO007847,234.639.958-31,P0095,2025-05-24,4,71.88,"4,6",287.52,0.1,258.77,PIX,2026-09-23 16:55:35
CO007848,324.751.294-89,P0072,2025-11-09,5,119.9,1.4,599.5,0.2,479.6,Vale-presente,2026-09-23 16:55:35
CO007849,710.284.834-73,P0088,2024-08-27,1,49.9,1.5,49.9,0,49.9,Dinheiro,2026-09-23 16:55:35
CO007850,572.270.532-47,P0042,2024-09-29,2,189.9,1.8,379.8,0,379.8,Cartão de Crédito,2026-09-23 16:55:35
CO007851,928.903.580-34,P0036,2024-01-13,1,149.93,3.5,149.93,0.05,142.43,Vale-presente,2026-09-23 16:55:35
CO007852,841.389.125-76,P0098,2025-05-11,1,143.88,1.6,143.88,0.1,129.49,Boleto,2026-09-23 16:55:35
CO007853,646.304.848-57,P0031,2025-09-23,2,65.89,4.0,131.78,0.05,125.19,Vale-presente,2026-09-23 16:55:35
CO007854,901.521.921-95,P0066,2024-06-25,1,142.89,1.8,142.89,0,142.89,Vale-presente,2026-09-23 16:55:35
CO007855,443.195.938-40,P0065,2024-11-08,2,82.43,1.7,164.86,0,164.86,Cartão de Débito,2026-09-23 16:55:35
CO007856,109.817.952-43,P0038,2025-09-10,2,134.87,4.4,269.74,0,269.74,Dinheiro,2026-09-23 16:55:35
CO007857,299.565.513-83,P0100,2025-08-23,5,107.91,1.4,539.55,0,539.55,Cartão de Débito,2026-09-23 16:55:35
CO007858,731.954.358-34,P0015,2025-11-15,1,89.9,4.2,89.9,0,89.9,Cartão de Débito,2026-09-23 16:55:35
CO007859,582.237.224-98,P0076,2025-10-09,1,110.42,1.1,110.42,0.2,88.34,Cartão de Crédito,2026-09-23 16:55:35
CO007860,755.606.549-11,P0038,2024-04-09,2,134.87,1.5,269.74,0.2,215.79,Dinheiro,2026-09-23 16:55:35
CO007861,218.998.367-32,P0091,2025-10-31,1,169.9,3.2,169.9,0.2,135.92,Cartão de Crédito,2026-09-23 16:55:35
CO007862,740.915.220-36,P0013,2024-10-09,2,219.9,3.0,439.8,0.15,373.83,Cartão de Crédito,2026-09-23 16:55:35
CO007863,665.429.894-46,P0005,2024-12-15,2,79.9,4.9,159.8,0,159.8,Vale-presente,2026-09-23 16:55:35
CO007864,687.851.439-63,P0061,2025-10-16,5,67.43,1.7,337.15,0.15,286.58,PIX,2026-09-23 16:55:35
CO007865,370.271.841-97,P0029,2025-06-17,2,134.87,2.0,269.74,0,269.74,PIX,2026-09-23 16:55:35
CO007866,627.435.188-61,P0053,2024-02-18,5,33.91,1.7,169.55,0,169.55,PIX,2026-09-23 16:55:35
CO007867,618.663.431-10,P0043,2025-05-13,2,69.9,3.5,139.8,0.15,118.83,Boleto,2026-09-23 16:55:35
CO007868,702.413.271-18,P0071,2024-06-28,3,42.41,5.0,127.23,0.05,120.87,PIX,2026-09-23 16:55:35
CO007869,395.778.510-80,P0050,2025-03-03,4,26.17,1.0,104.68,0,104.68,Cartão de Crédito,2026-09-23 16:55:35
CO007870,218.998.367-32,P0066,2024-05-15,2,142.89,4.8,285.78,0.2,228.62,Cartão de Débito,2026-09-23 16:55:35
CO007871,508.470.324-27,P0059,2025-10-13,4,219.9,2.7,879.6,0.15,747.66,Vale-presente,2026-09-23 16:55:35
CO007872,979.680.270-57,P0086,2025-08-11,2,98.89,2.6,197.78,0.2,158.22,Cartão de Crédito,2026-09-23 16:55:35
CO007873,966.923.670-56,P0097,2024-02-14,2,27.39,4.6,54.78,0,54.78,Vale-presente,2026-09-23 16:55:35
CO007874,440.665.881-79,P0014,2025-01-21,2,139.9,2.1,279.8,0.1,251.82,Boleto,2026-09-23 16:55:35
CO007875,653.331.103-59,P0075,2025-07-30,3,"29,88",1.1,89.64,0,89.64,PIX,2026-09-23 16:55:35
CO007876,727.451.474-33,P0037,2024-09-19,5,87.89,4.8,439.45,0.1,395.5,Cartão de Débito,2026-09-23 16:55:35
CO007877,247.870.940-60,P0086,2025-03-25,5,98.89,2.1,494.45,0.1,445.0,Cartão de Crédito,2026-09-23 16:55:35
CO007878,828.354.464-60,P0038,2024-02-26,4,134.87,4.4,539.48,0.15,458.56,Cartão de Débito,2026-09-23 16:55:35
CO007879,485.769.487-56,P0033,2024-04-20,3,52.43,5.0,157.29,0.15,133.7,Dinheiro,2026-09-23 16:55:35
CO007880,376.284.126-50,P0053,2024-01-02,2,33.91,3.3,67.82,0.1,61.04,Cartão de Débito,2026-09-23 16:55:35
CO007881,927.654.523-85,P0042,2024-09-21,1,189.9,4.5,189.9,0,189.9,Cartão de Débito,2026-09-23 16:55:35
CO007882,119.333.329-26,P0089,2024-03-10,3,121.37,2.9,364.11,0.1,327.7,Cartão de Débito,2026-09-23 16:55:35
CO007883,782.250.918-82,P0041,2025-06-07,2,42.41,2.3,84.82,0.15,72.1,Boleto,2026-09-23 16:55:35
CO007884,789.622.599-67,P0086,2024-01-18,4,98.89,2.2,395.56,0,395.56,Boleto,2026-09-23 16:55:35
CO007885,192.839.612-24,P0030,2025-05-02,1,42.41,2.0,42.41,0,42.41,Boleto,2026-09-23 16:55:35
CO007886,807.612.254-54,P0020,2024-04-10,1,37.42,2.0,37.42,0.1,33.68,Cartão de Crédito,2026-09-23 16:55:35
CO007887,776.869.632-73,P0056,2024-12-14,5,89.9,3.5,449.5,0.05,427.02,Cartão de Débito,2026-09-23 16:55:35
CO007888,727.451.474-33,P0029,2025-05-10,5,134.87,1.9,674.35,0.05,640.63,Cartão de Crédito,2026-09-23 16:55:35
CO007889,910.102.257-43,P0100,2024-09-14,4,107.91,4.0,431.64,0,431.64,Cartão de Crédito,2026-09-23 16:55:35
CO007890,179.402.964-22,P0033,2024-01-02,1,52.43,1.7,52.43,-0.5,52.43,Vale-presente,2026-09-23 16:55:35
CO007891,52559557536,P0068,2024-07-09,2,95.88,2.1,191.76,0,191.76,Cartão de Débito,2026-09-23 16:55:35
CO007892,315.866.859-54,P0018,2025-04-11,2,121.37,1.9,242.74,0.2,194.19,Cartão de Crédito,2026-09-23 16:55:35
CO007893,218.998.367-32,P0057,2025-05-09,3,59.93,4.7,179.79,0.1,161.81,Cartão de Débito,2026-09-23 16:55:35
CO007894,415.915.842-98,P0062,2025-03-15,1,219.9,4.8,219.9,0,219.9,Cartão de Crédito,2026-09-23 16:55:35
CO007895,932.230.786-99,P0031,2025-07-24,5,65.89,4.7,329.45,0.1,296.5,Vale-presente,2026-09-23 16:55:35
CO007896,925.752.317-11,P0072,2024-08-19,4,119.9,4.8,479.6,0,479.6,Cartão de Débito,2026-09-23 16:55:35
CO007897,390.358.841-94,P0013,2024-07-12,1,219.9,3.1,219.9,0.1,197.91,Vale-presente,2026-09-23 16:55:35
CO007898,711.152.892-90,P0047,2024-07-02,3,142.89,3.7,428.67,0.1,385.8,Dinheiro,2026-09-23 16:55:35
CO007899,331.753.338-16,P0021,2025-01-13,1,79.9,3.1,79.9,0,79.9,PIX,2026-09-23 16:55:35
CO007900,639.949.225-70,P0008,2025-06-03,5,37.42,3.1,187.1,0.2,149.68,Boleto,2026-09-23 16:55:35
CO007901,341.296.220-77,P0089,2025-11-15,5,121.37,3.1,606.85,0.15,515.82,PIX,2026-09-23 16:55:35
CO007902,386.561.284-83,P0016,2025-09-27,1,32.89,4.2,32.89,0.1,29.6,Cartão de Débito,2026-09-23 16:55:35
CO007903,423.417.627-60,P0072,2025-07-27,,119.9,3.0,119.9,0.15,101.92,Cartão de Crédito,2026-09-23 16:55:35
CO007904,398.852.811-91,P0018,2024-07-24,1,121.37,2.6,121.37,0,121.37,Vale-presente,2026-09-23 16:55:35
CO007905,348.735.251-46,P0096,2024-11-12,3,149.9,2.4,449.7,0.2,359.76,Cartão de Crédito,2026-09-23 16:55:35
CO007906,168.341.897-92,P0037,2024-04-11,5,87.89,0,439.45,0.15,373.53,Boleto,2026-09-23 16:55:35
CO007907,300.292.223-60,P0017,2025-08-01,1,94.37,2.1,94.37,,75.5,Vale-presente,2026-09-23 16:55:35
CO007908,825.676.406-70,P0024,2024/07/19,3,79.9,1.6,239.7,0.2,191.76,Vale-presente,2026-09-23 16:55:35
CO007909,204.859.272-18,P0005,2025-11-28,1,79.9,3.5,79.9,0,79.9,Vale-presente,2026-09-23 16:55:35
CO007910,129.192.249-45,P0059,2024-08-14,2,219.9,1.4,439.8,0,439.8,Cartão de Crédito,2026-09-23 16:55:35
CO007911,807.612.254-54,P0083,2025-11-02,2,143.91,1.0,287.82,0.1,259.04,Vale-presente,2026-09-23 16:55:35
CO007912,370.271.841-97,P0098,2025-05-29,2,143.88,2.2,287.76,0.05,273.37,Cartão de Crédito,2026-09-23 16:55:35
CO007913,422.663.432-57,P0095,2024-05-18,1,71.88,4.7,71.88,0,71.88,PIX,2026-09-23 16:55:35
CO007914,614.640.528-30,P0047,2025-08-25,4,,3.5,571.56,0.1,514.4,Dinheiro,2026-09-23 16:55:35
CO007915,771.678.261-50,P0010,2024-04-24,1,69.9,1.6,69.9,0.2,55.92,Boleto,2026-09-23 16:55:35
CO007916,826.861.908-10,P0085,2024-10-14,2,359.88,2.9,719.76,0,719.76,Cartão de Débito,2026-09-23 16:55:35
CO007917,857.828.687-72,P0080,2025-03-27,3,249.9,1.7,749.7,0,749.7,Dinheiro,2026-09-23 16:55:35
CO007918,884.753.690-55,P0075,2025-07-07,1,29.88,2.4,29.88,0.2,23.9,Cartão de Crédito,2026-09-23 16:55:35
CO007919,337.395.823-46,P0012,2025-08-13,5,53.87,2.9,269.35,0.1,242.42,Cartão de Débito,2026-09-23 16:55:35
CO007920,541.249.350-77,P0055,2024-04-19,4,,2.4,167.52,0,167.52,Boleto,2026-09-23 16:55:35
CO007921,408.515.661-10,P0007,2024-05-27,3,239.88,2.1,719.64,0,719.64,Dinheiro,2026-09-23 16:55:35
CO007922,428.346.438-45,P0050,2024-05-09,1,26.17,1.5,26.17,0.2,20.94,Cartão de Crédito,2026-09-23 16:55:35
CO007923,621.822.379-63,P0050,2025-01-11,2,,2.4,52.34,0.05,49.72,PIX,2026-09-23 16:55:35
CO007924,19587196940,P0005,2025-02-24,1,79.9,1.9,79.9,0.2,63.92,Boleto,2026-09-23 16:55:35
CO007925,239.898.888-84,P0061,2025-05-01,3,67.43,2.0,202.29,0.2,161.83,Vale-presente,2026-09-23 16:55:35
CO007926,589.256.565-87,P0071,2025-10-16,3,42.41,4.4,127.23,0.05,120.87,PIX,2026-09-23 16:55:35
CO007927,922.553.395-30,P0089,2025-05-29,5,121.37,2.1,606.85,0,606.85,PIX,2026-09-23 16:55:35
CO007928,364.427.844-18,P0030,2024-06-27,1,42.41,4.7,42.41,0,42.41,Boleto,2026-09-23 16:55:35
CO007929,878.637.711-46,P0069,2025-04-30,2,239.88,1.8,479.76,0,479.76,Cartão de Crédito,2026-09-23 16:55:35
CO007930,320.140.161-60,P0015,2025-06-17,1,89.9,1.6,89.9,0.15,76.42,PIX,2026-09-23 16:55:35
CO007931,112.391.453-54,P0027,2024-06-05,1,212.41,1.2,212.41,0.05,201.79,Cartão de Crédito,2026-09-23 16:55:35
CO007932,910.718.733-91,P0004,2025-04-10,3,169.9,,509.7,0.2,407.76,Vale-presente,2026-09-23 16:55:35
CO007933,218.951.847-28,P0072,2024-06-05,2,119.9,3.7,239.8,0,239.8,Boleto,2026-09-23 16:55:35
CO007934,390.358.841-94,P0042,2025-02-06,3,189.9,4.4,569.7,0.2,455.76,Cartão de Débito,2026-09-23 16:55:35
CO007935,943.247.113-27,P0091,2024-03-19,3,169.9,3.0,509.7,0,509.7,Dinheiro,2026-09-23 16:55:35
CO007936,209.234.289-13,P0012,2024-02-24,3,53.87,2.5,161.61,0.1,145.45,Cartão de Crédito,2026-09-23 16:55:35
CO007937,803.987.586-83,P0044,2024-10-15,2,131.88,2.4,263.76,0.15,224.2,Cartão de Crédito,2026-09-23 16:55:35
CO007938,525.595.575-36,P0057,2025-03-23,2,59.93,5.0,119.86,0,119.86,Dinheiro,2026-09-23 16:55:35
CO007939,810.752.430-24,P0050,2025-05-08,2,26.17,1.7,52.34,0.15,44.49,Dinheiro,2026-09-23 16:55:35
CO007940,837.516.600-81,P0064,2024-01-13,3,119.9,3.6,359.7,0.1,323.73,Cartão de Débito,2026-09-23 16:55:35
CO007941,225.143.572-16,P0097,2024-05-26,3,27.39,4.8,82.17,0.2,65.74,Cartão de Débito,2026-09-23 16:55:35
CO007942,141.474.475-32,P0097,2025-09-03,2,27.39,3.8,54.78,0,54.78,Dinheiro,2026-09-23 16:55:35
CO007943,300.437.335-58,P0019,2025-06-29,3,41.88,2.2,125.64,0.05,119.36,PIX,2026-09-23 16:55:35
CO007944,175.918.966-14,P0035,2025-11-01,2,69.9,2.9,139.8,0.1,125.82,Dinheiro,2026-09-23 16:55:35
CO007945,995.516.735-29,P0089,2025-06-07,2,121.37,2.2,242.74,0.2,194.19,Boleto,2026-09-23 16:55:35
CO007946,110.778.344-88,P0029,2024-05-05,1,134.87,1.4,134.87,0,134.87,Cartão de Débito,2026-09-23 16:55:35
CO007947,943.777.740-86,P0044,2025-09-09,2,131.88,4.6,263.76,0.1,237.38,Cartão de Débito,2026-09-23 16:55:35
CO007948,435.776.402-49,P0012,2025-11-29,1,53.87,4.1,53.87,0.15,45.79,Cartão de Débito,2026-09-23 16:55:35
CO007949,903.432.984-59,P0024,2024-01-24,3,79.9,1.0,239.7,0,239.7,Vale-presente,2026-09-23 16:55:35
CO007950,969.556.793-95,P0034,2025-09-17,2,329.89,4.4,659.78,0.05,626.79,PIX,2026-09-23 16:55:35
CO007951,311.246.755-44,P0068,2025-06-27,4,95.88,"4,4",383.52,0,383.52,Boleto,2026-09-23 16:55:35
CO007952,,P0044,2024-12-26,5,131.88,3.9,659.4,0,659.4,Boleto,2026-09-23 16:55:35
CO007953,830.876.786-78,P0029,2025-10-10,4,134.87,2.0,539.48,0,539.48,Boleto,2026-09-23 16:55:35
CO007954,809.880.354-45,P0048,2025-12-29,5,159.9,2.8,799.5,0.1,719.55,Dinheiro,2026-09-23 16:55:35
CO007955,300.437.335-58,P0018,2025-10-09,3,121.37,3.9,364.11,0,364.11,Boleto,2026-09-23 16:55:35
CO007956,215.459.590-69,P0008,2024-06-20,3,37.42,1.9,112.26,0.1,101.03,Dinheiro,2026-09-23 16:55:35
CO007957,354.666.715-86,P0052,2025-11-19,5,54.89,2.0,274.45,0.05,260.73,Boleto,2026-09-23 16:55:35
CO007958,721.621.293-60,P0008,2025-03-17,4,37.42,3.1,149.68,0.15,127.23,Dinheiro,2026-09-23 16:55:35
CO007959,423.417.627-60,P0098,2025-06-07,3,143.88,1.9,431.64,0.2,345.31,PIX,2026-09-23 16:55:35
CO007960,15935018865,P0068,2025-03-25,1,95.88,3.2,95.88,0.05,91.09,Boleto,2026-09-23 16:55:35
CO007961,,P0100,2024-04-20,5,107.91,2.0,539.55,0,539.55,Boleto,2026-09-23 16:55:35
CO007962,405.330.404-46,P0087,2025-05-08,2,164.89,4.2,329.78,0.05,313.29,PIX,2026-09-23 16:55:35
CO007963,417.800.759-69,P0092,2025-04-20,5,33.62,3.5,168.1,0,168.1,Cartão de Débito,2026-09-23 16:55:35
CO007964,959.831.765-52,P0028,2024-01-09,4,110.42,4.6,441.68,0,441.68,Vale-presente,2026-09-23 16:55:35
CO007965,570.179.982-50,P0094,2025-09-19,5,164.89,4.8,824.45,0,824.45,Vale-presente,2026-09-23 16:55:35
CO007966,803.987.586-83,P0025,2025-07-26,3,199.9,1.3,599.7,0.2,479.76,Dinheiro,2026-09-23 16:55:35
CO007967,192.261.926-97,P0058,2024-07-04,1,155.88,2.5,155.88,0.2,124.7,PIX,2026-09-23 16:55:35
CO007968,488.851.289-12,P0092,2025-12-01,2,33.62,2.5,67.24,0,67.24,Vale-presente,2026-09-23 16:55:35
CO007969,334.169.132-52,P0009,2024-10-07,3,43.89,2.2,131.67,0.05,125.09,PIX,2026-09-23 16:55:35
CO007970,195.886.406-51,P0062,2025-11-03,2,219.9,3.8,439.8,0.2,351.84,Cartão de Débito,2026-09-23 16:55:35
CO007971,374.430.972-41,P0085,2024-12-01,1,359.88,1.8,359.88,0.05,341.89,Boleto,2026-09-23 16:55:35
CO007972,961.754.619-87,P0050,2024-06-06,5,26.17,4.1,130.85,0,130.85,Vale-presente,2026-09-23 16:55:35
CO007973,798.654.235-70,P0099,2024-02-10,5,49.9,4.6,249.5,0,249.5,PIX,2026-09-23 16:55:35
CO007974,193.581.456-62,P0059,2024-09-11,1,219.9,4.3,219.9,0,219.9,Vale-presente,2026-09-23 16:55:35
CO007975,850.977.397-27,P0004,2024-09-27,5,169.9,2.8,849.5,0.1,764.55,Dinheiro,2026-09-23 16:55:35
CO007976,852.626.222-58,P0076,2025-12-15,1,110.42,3.2,110.42,0.05,104.9,Cartão de Crédito,2026-09-23 16:55:35
CO007977,731.954.358-34,P0028,2025-08-07,1,110.42,4.9,110.42,0.2,88.34,cartao,2026-09-23 16:55:35
CO007978,277.848.934-26,P0045,2025-02-27,5,53.91,1.7,269.55,0,269.55,PIX,2026-09-23 16:55:35
CO007979,277.665.176-30,P0006,2025-09-15,1,39.9,4.9,39.9,0.15,33.91,Vale-presente,2026-09-23 16:55:35
CO007980,216.199.877-94,P0061,2025-12-06,3,67.43,1.2,202.29,0.1,182.06,Dinheiro,2026-09-23 16:55:35
CO007981,560.365.869-41,P0009,2025-10-06,5,43.89,1.9,219.45,0,219.45,Vale-presente,2026-09-23 16:55:35
CO007982,653.331.103-59,P0051,2025-07-11,4,49.9,4.0,199.6,0,199.6,PIX,2026-09-23 16:55:35
CO007983,541.769.268-87,P0013,2024-09-06,1,219.9,3.1,219.9,0,219.9,Dinheiro,2026-09-23 16:55:35
CO007984,901.521.921-95,P0001,2024-04-12,4,274.89,1.2,1099.56,0,1099.56,PIX,2026-09-23 16:55:35
CO007985,897.272.178-75,P0097,2024-06-22,2,27.39,1.5,54.78,0,54.78,Vale-presente,2026-09-23 16:55:35
CO007986,940.157.627-30,P0072,2024-02-12,2,119.9,4.5,239.8,0.1,215.82,Cartão de Débito,2026-09-23 16:55:35
CO007987,114.665.517-21,P0096,2024-03-19,1,149.9,1.5,149.9,0.2,119.92,Boleto,2026-09-23 16:55:35
