ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total
C01659,204.653.755-61,P0502,2026-08-31,1,315.96,4.4,315.96
C01281,014.294.019-40,P1727,2025-09-09,1,213.01,3.7,213.01
C01189,240.132.234-57,P0959,2025-01-06,2,137.2,3.7,274.4
C00935,959.724.665-11,P1159,2025-05-26,2,324.56,3.5,649.12
C00490,310.341.316-56,P010,2025-09-27,1,99.9,4.3,99.9
C00562,041.574.733-37,P1869,2025-04-27,2,46.26,4.8,92.52
C01492,127.238.046-74,P1310,2026-06-24,1,334.06,5.0,334.06
C00140,532.871.012-69,P005,2025-09-14,2,229.9,4.8,459.8
C00169,395.376.724-09,P014,2025-02-21,3,129.9,3.8,389.7
C00794,557.325.737-47,P1579,2026-05-09,3,217.21,4.8,651.63
C01549,168.505.423-46,P0342,2026-05-27,2,60.27,3.7,120.54
C01315,212.021.697-59,P0405,2025-07-21,1,56.0,5.0,56.0
C01180,869.996.988-05,P0825,2025-09-09,2,301.41,4.4,602.82
C01069,423.227.752-82,P1709,2026-02-04,2,323.42,3.8,646.84
C00222,278.248.963-15,P001,2025-12-04,2,59.9,4.8,119.8
C00664,865.596.309-78,P0556,2025-07-19,2,363.36,4.6,726.72
C00160,278.248.963-15,P009,2025-03-11,3,119.9,4.2,359.7
C01517,063.519.036-29,P1049,2025-05-14,1,363.77,3.9,363.77
C01502,447.012.045-60,P1238,2026-02-10,1,47.19,4.6,47.19
C00517,997.029.271-45,P1349,2025-02-26,2,241.56,4.8,483.12
C00586,536.170.617-53,P0358,2025-07-22,1,249.92,4.6,249.92
C00635,241.270.493-75,P1557,2026-08-07,2,329.89,3.9,659.78
C01779,026.542.351-14,P0197,2026-06-02,1,315.11,5.0,315.11
C00978,881.056.974-16,P0274,2025-10-04,2,147.01,4.3,294.02
C01525,824.967.183-06,P1634,2025-11-14,2,244.63,3.3,489.26
C00898,481.754.965-33,P1518,2026-03-16,1,215.34,3.2,215.34
C01397,920.522.299-22,P1570,2026-08-24,1,73.81,4.0,73.81
C01057,842.530.428-80,P1100,2025-06-15,2,318.01,3.0,636.02
C00558,690.333.736-96,P0979,2025-05-22,1,358.11,5.0,358.11
C01753,738.997.563-63,P0546,2025-05-21,2,126.75,4.0,253.5
C01418,686.334.141-71,P1468,2025-03-11,1,268.48,5.0,268.48
C01539,811.386.338-95,P0415,2025-09-28,2,50.69,5.0,101.38
C01897,327.000.466-41,P0382,2025-07-21,2,303.6,4.7,607.2
C00498,083.863.794-99,P011,2025-05-24,3,249.9,4.6,749.7
C00184,269.166.978-57,P012,2025-05-09,2,299.9,4.5,599.8
C01165,879.508.304-92,P1848,2025-04-28,1,173.22,4.3,173.22
C00653,788.178.847-07,P0691,2025-03-01,1,245.46,4.0,245.46
C00872,721.329.016-94,P1635,2025-06-21,1,283.55,3.6,283.55
C00470,278.248.963-15,P012,2025-04-15,1,299.9,3.5,299.9
C00797,497.567.922-13,P1955,2026-04-25,4,125.96,4.4,503.84
C00787,046.117.295-08,P1401,2025-09-12,1,63.11,5.0,63.11
C00702,090.255.618-53,P1658,2026-05-01,1,68.99,4.9,68.99
C01485,194.425.892-29,P0334,2026-04-20,1,142.13,4.1,142.13
C01186,700.518.449-15,P0611,2026-07-02,3,390.48,4.1,1171.44
C00949,095.493.059-29,P1839,2025-05-29,1,101.36,4.3,101.36
C00226,278.248.963-15,P011,2025-10-27,2,249.9,4.8,499.8
C01142,678.812.786-76,P0725,2025-01-28,2,327.83,3.4,655.66
C00351,489.325.288-70,P006,2025-03-07,3,189.9,4.9,569.7
C00629,566.701.065-80,P0071,2025-06-09,1,133.89,5.0,133.89
C00830,816.184.959-50,P0473,2025-05-26,2,72.11,4.2,144.22
C00283,238.849.696-92,P005,2025-12-02,2,229.9,4.2,459.8
C00779,767.199.038-88,P0890,2025-09-07,1,238.3,4.0,238.3
C00534,261.117.800-34,P0259,2025-01-04,1,105.25,4.6,105.25
C01700,724.380.701-10,P0894,2026-03-08,1,378.02,3.4,378.02
C01720,867.808.562-23,P1195,2025-09-06,1,399.87,3.4,399.87
C00010,026.542.351-14,P001,2025-07-26,2,59.9,4.4,119.8
C01205,350.305.641-60,P0619,2025-04-24,2,357.93,3.7,715.86
C01282,046.117.295-08,P0999,2026-03-03,2,56.85,4.1,113.7
C00756,975.019.803-49,P1484,2025-06-04,5,123.47,4.0,617.35
C00939,069.409.600-82,P0885,2026-04-19,4,217.97,4.9,871.88
C01580,124.912.565-09,P0422,2025-01-05,3,231.02,4.0,693.06
C00756,975.019.803-49,P1484,2025-06-04,5,123.47,4.0,617.35
C00129,278.248.963-15,P004,2025-09-25,1,169.9,4.4,169.9
C00746,558.298.493-30,P1833,2025-02-04,2,54.63,3.6,109.26
C00508,537.599.004-02,P1163,2026-05-01,3,82.82,4.5,248.46
C00766,214.477.324-64,P1705,2026-07-29,2,133.58,4.7,267.16
C00461,095.701.543-73,P008,2025-05-04,3,219.9,4.1,659.7
C00300,026.542.351-14,P005,2025-02-12,3,229.9,5.0,689.7
C01971,901.476.797-88,P1814,2026-06-29,1,233.38,4.4,233.38
C00258,269.166.978-57,P005,2025-02-28,1,229.9,4.4,229.9
C01413,981.265.742-83,P0153,2026-08-14,1,254.39,4.9,254.39
C01436,287.431.527-32,P1590,2025-09-17,4,260.91,4.6,1043.64
C01236,538.003.296-62,P0877,2026-05-03,1,54.27,4.8,54.27
C01823,377.294.209-10,P0478,2025-02-03,4,391.9,4.9,1567.6
C00010,026.542.351-14,P001,2025-07-26,2,59.9,4.4,119.8
C00604,014.294.019-40,P1851,2025-11-14,1,313.26,4.8,313.26
C00369,816.184.959-50,P014,2025-06-17,4,129.9,4.2,519.6
C01154,495.621.372-79,P0172,2026-07-28,1,259.29,3.5,259.29
C01272,884.422.583-29,P0322,2025-02-01,2,311.69,4.2,623.38
C01796,859.655.942-67,P0816,2026-02-28,1,255.71,3.9,255.71
C00760,934.065.277-01,P1367,2025-03-17,2,259.28,4.9,518.56
C00472,238.849.696-92,P005,2025-05-14,1,229.9,5.0,229.9
C01849,228.225.120-27,P1204,2025-10-13,1,85.85,2.9,85.85
C01346,983.863.840-42,P015,2025-10-20,2,89.9,3.6,179.8
C01530,539.787.137-05,P0247,2025-05-11,4,203.38,4.6,813.52
C00890,179.469.548-67,P1602,2025-09-16,1,132.85,4.3,132.85
C00895,278.532.426-97,P0224,2025-09-23,1,359.78,3.6,359.78
C00779,767.199.038-88,P0890,2025-09-07,1,238.3,4.0,238.3
C01500,734.151.773-51,P0114,2025-08-09,1,350.56,3.8,350.56
C00422,083.863.794-99,P007,2025-12-09,1,139.9,3.9,139.9
C01951,020.586.950-54,P0392,2025-04-27,1,322.65,4.4,322.65
C00352,816.184.959-50,P013,2025-03-08,1,49.9,3.3,49.9
C00922,620.959.351-87,P1155,2025-06-01,4,239.17,2.9,956.68
C00630,642.152.265-38,P1464,2026-07-22,1,102.85,4.9,102.85
C01286,777.809.733-87,P0481,2026-03-22,2,384.85,3.7,769.7
C01362,290.018.513-04,P0188,2025-01-24,5,289.3,4.1,1446.5
C01838,706.810.390-19,P1443,2025-12-30,3,268.14,4.6,804.42
C01579,221.158.718-63,P1708,2026-05-27,1,397.6,4.0,397.6
C00498,083.863.794-99,P011,2025-05-24,3,249.9,4.6,749.7
C00414,960.013.389-14,P014,2025-07-23,3,129.9,3.4,389.7
C01774,623.869.222-78,P0655,2025-07-10,2,261.48,3.1,522.96
C00976,525.459.910-31,P1303,2025-05-07,1,291.44,4.6,291.44
C00196,350.305.641-60,P012,2025-06-23,3,299.9,4.0,899.7
C01650,051.477.053-84,P1942,2026-08-10,5,351.24,5.0,1756.2
C01297,217.223.320-00,P0708,2026-01-16,4,123.42,4.2,493.68
C00052,026.542.351-14,P010,2025-08-11,1,99.9,4.1,99.9
C01566,657.744.916-33,P1592,2025-01-19,3,282.02,3.6,846.06
C01215,233.027.642-78,P1024,2025-10-01,1,123.97,2.6,123.97
C01230,998.279.501-50,P0493,2025-07-13,3,116.68,4.2,350.04
C01730,455.574.696-13,P1148,2025-03-06,1,66.51,4.6,66.51
C00992,232.194.168-53,P0025,2026-04-30,1,193.39,3.8,193.39
C00923,982.173.929-60,P0979,2025-01-15,2,358.11,4.1,716.22
C01235,702.070.160-46,P0523,2026-02-01,2,337.59,3.7,675.18
C00396,480.184.514-27,P015,2025-09-30,1,89.9,4.9,89.9
C00304,083.863.794-99,P006,2025-04-25,1,189.9,5.0,189.9
C01688,650.471.580-71,P1232,2025-12-07,3,344.4,4.6,1033.2
C00432,475.255.341-44,P011,2025-11-02,3,249.9,3.8,749.7
C01009,020.586.950-54,P1656,2025-02-17,1,292.0,4.2,292.0
C00540,901.707.568-66,P1852,2025-04-24,1,211.21,4.1,211.21
C00461,095.701.543-73,P008,2025-05-04,3,219.9,4.1,659.7
C01196,546.835.652-00,P0878,2026-05-16,2,126.33,5.0,252.66
C01605,638.409.112-73,P1662,2025-08-15,1,178.27,4.0,178.27
C00884,772.512.957-09,P1503,2026-02-11,4,78.44,3.8,313.76
C00278,238.849.696-92,P006,2025-05-25,1,189.9,4.7,189.9
C00489,269.166.978-57,P013,2025-04-02,1,49.9,4.1,49.9
C00330,269.166.978-57,P003,2025-12-20,1,149.9,5.0,149.9
C01766,989.413.435-18,P0957,2025-12-30,1,250.31,5.0,250.31
C00640,835.523.124-47,P0764,2025-04-14,3,306.73,3.5,920.19
C00748,301.657.120-07,P1313,2025-05-09,1,185.87,4.3,185.87
C00143,039.117.182-84,P010,2025-01-11,5,99.9,4.0,499.5
C00893,376.815.118-22,P1524,2025-12-18,1,183.82,4.9,183.82
C01828,502.374.167-27,P1526,2026-01-19,1,186.81,3.4,186.81
C00820,484.656.482-71,P1731,2025-03-13,2,282.65,4.8,565.3
C01303,771.070.449-23,P1451,2026-08-12,1,235.29,3.4,235.29
C00364,310.341.316-56,P006,2025-11-07,1,189.9,5.0,189.9
C00286,489.325.288-70,P002,2025-11-27,2,79.9,3.6,159.8
C01464,463.031.617-58,P0661,2025-12-16,1,176.16,4.6,176.16
C00132,083.863.794-99,P003,2025-05-03,1,149.9,4.9,149.9
C00897,310.438.419-38,P0675,2026-08-05,2,245.55,4.3,491.1
C00634,703.965.313-34,P1965,2026-06-17,1,234.8,4.0,234.8
C00033,350.305.641-60,P010,2025-04-18,2,99.9,4.4,199.8
C01063,187.683.160-03,P1276,2026-06-10,2,133.38,4.8,266.76
C01929,856.218.501-90,P0553,2025-07-21,1,239.15,4.9,239.15
C00139,039.117.182-84,P015,2025-05-28,1,89.9,3.7,89.9
C01632,526.547.935-08,P0225,2026-08-26,1,87.25,4.0,87.25
C01079,580.305.690-17,P0382,2026-04-19,1,303.6,4.3,303.6
C01448,734.206.969-81,P1271,2026-03-18,1,299.27,4.7,299.27
C00194,095.701.543-73,P015,2025-07-07,2,89.9,4.3,179.8
C01739,116.318.732-10,P1570,2026-05-22,2,73.81,4.7,147.62
C00023,278.248.963-15,P001,2025-11-14,1,59.9,4.2,59.9
C01814,269.608.437-82,P0845,2025-12-05,2,376.3,3.8,752.6
C01316,047.541.212-52,P1399,2025-08-04,2,80.92,3.2,161.84
C00675,642.152.265-38,P0261,2025-10-28,2,332.28,3.6,664.56
C00015,627.048.281-05,P008,2025-04-20,3,219.9,4.5,659.7
C01222,264.647.154-88,P1407,2026-04-01,2,361.79,3.8,723.58
C00175,350.305.641-60,P004,2025-02-16,1,169.9,4.6,169.9
C01218,033.793.375-87,P1382,2025-01-08,3,78.71,4.2,236.13
C01547,387.592.712-56,P1489,2026-01-06,2,338.86,4.4,677.72
C00535,660.965.699-19,P1703,2025-07-22,2,171.46,4.3,342.92
C00478,475.255.341-44,P008,2025-10-09,2,219.9,4.9,439.8
C00444,532.871.012-69,P008,2025-07-13,1,219.9,3.9,219.9
C00450,026.542.351-14,P001,2025-12-05,1,59.9,5.0,59.9
C00228,026.542.351-14,P013,2025-12-26,1,49.9,4.1,49.9
C00500,310.341.316-56,P010,2025-03-15,3,99.9,4.1,299.7
C01319,341.465.111-43,P0552,2025-04-14,1,357.79,3.6,357.79
C00606,682.975.147-06,P1263,2025-11-18,3,63.98,5.0,191.94
C01562,104.332.181-00,P1981,2025-09-15,1,120.12,4.9,120.12
C01639,546.835.652-00,P0084,2026-04-11,1,122.12,3.9,122.12
C01522,072.587.339-65,P0470,2026-03-26,2,76.07,4.1,152.14
C01080,228.015.619-91,P1514,2026-06-02,5,122.19,4.1,610.95
C00633,853.890.972-03,P0037,2025-01-30,2,245.96,4.1,491.92
C01860,082.400.842-14,P0306,2025-07-29,1,72.43,4.4,72.43
C00411,350.305.641-60,P006,2025-05-27,2,189.9,5.0,379.8
C00930,602.562.650-20,P0435,2026-07-06,1,219.09,5.0,219.09
C00908,736.026.064-73,P0579,2025-12-15,1,365.38,3.9,365.38
C01492,127.238.046-74,P1310,2026-06-24,1,334.06,5.0,334.06
C01094,190.833.428-24,P0701,2025-08-17,1,145.0,3.1,145.0
C01600,706.626.682-00,P0573,2026-06-22,3,391.7,5.0,1175.1
C01839,252.410.564-40,P1696,2025-12-09,4,48.91,5.0,195.64
C00782,450.119.292-56,P1615,2026-02-16,2,228.98,4.2,457.96
C01750,229.131.670-20,P1569,2026-06-16,2,175.66,3.4,351.32
C00340,480.184.514-27,P004,2025-11-10,1,169.9,4.6,169.9
C01833,709.085.991-61,P1828,2026-01-23,2,389.4,4.0,778.8
C00356,350.305.641-60,P010,2025-10-01,1,99.9,4.1,99.9
C01701,097.461.917-56,P1350,2025-06-07,2,153.9,3.3,307.8
C00781,944.171.545-03,P1349,2025-05-24,4,241.56,3.7,966.24
C01930,181.398.909-52,P0891,2025-12-15,1,394.39,4.5,394.39
C00259,395.376.724-09,P003,2025-11-13,2,149.9,4.4,299.8
C00931,082.611.231-54,P1241,2025-08-10,2,71.22,4.1,142.44
C01804,989.319.508-02,P006,2025-07-02,1,189.9,5.0,189.9
C00095,026.542.351-14,P010,2025-04-22,2,99.9,4.2,199.8
C00531,623.504.056-30,P1248,2025-05-16,4,78.15,3.7,312.6
C00168,960.013.389-14,P003,2025-09-15,4,149.9,4.4,599.6
C00643,182.744.857-18,P0622,2025-04-02,4,135.71,2.7,542.84
C00781,944.171.545-03,P1349,2025-05-24,4,241.56,3.7,966.24
C01238,130.232.129-37,P1731,2025-01-13,1,282.65,4.1,282.65
C00516,214.770.920-48,P0751,2025-05-21,1,178.08,4.5,178.08
C00318,395.376.724-09,P003,2025-01-23,1,149.9,4.0,149.9
C00340,480.184.514-27,P004,2025-11-10,1,169.9,4.6,169.9
C01877,655.779.082-05,P1141,2026-02-07,1,165.87,4.6,165.87
C01907,964.338.532-93,P0439,2026-08-24,1,336.98,3.9,336.98
C00443,161.559.407-89,P013,2025-11-25,5,49.9,3.6,249.5
C00391,475.255.341-44,P001,2025-10-21,4,59.9,4.6,239.6
C00109,395.376.724-09,P003,2025-09-07,1,149.9,4.7,149.9
C01919,586.833.901-01,P0470,2025-03-05,1,76.07,3.7,76.07
C01413,981.265.742-83,P0153,2026-08-14,1,254.39,4.9,254.39
C01522,072.587.339-65,P0470,2026-03-26,2,76.07,4.1,152.14
C00582,216.591.438-88,P1662,2025-11-10,1,178.27,3.5,178.27
C01282,046.117.295-08,P0999,2026-03-03,2,56.85,4.1,113.7
C00120,026.542.351-14,P014,2025-04-10,1,129.9,4.2,129.9
C01353,214.770.920-48,P0349,2025-10-19,2,105.9,4.2,211.8
C01160,788.178.847-07,P0394,2025-07-31,1,82.12,2.9,82.12
C00663,861.634.212-56,P1160,2025-11-18,2,321.67,5.0,643.34
C01421,076.617.711-44,P1878,2026-08-30,5,390.61,3.7,1953.05
C01293,987.820.829-01,P1183,2025-02-11,1,180.2,4.8,180.2
C00878,497.567.922-13,P0576,2026-08-09,3,190.63,3.8,571.89
C00374,350.305.641-60,P009,2025-01-05,3,119.9,3.4,359.7
C00048,475.255.341-44,P001,2025-12-04,1,59.9,3.7,59.9
C01876,094.777.520-02,P1390,2026-05-05,1,236.5,5.0,236.5
C00563,267.146.283-23,P1541,2025-07-06,1,204.33,5.0,204.33
C00604,014.294.019-40,P1851,2025-11-14,1,313.26,4.8,313.26
C01363,699.586.693-23,P1228,2026-03-01,2,307.72,3.7,615.44
C00511,776.655.868-80,P1141,2025-01-05,1,165.87,5.0,165.87
C00752,066.504.427-55,P0806,2026-04-04,1,125.78,4.0,125.78
C01423,375.243.106-76,P0345,2026-03-18,1,213.68,5.0,213.68
C01191,102.918.133-05,P1871,2025-05-25,3,170.27,4.6,510.81
C01313,646.136.847-73,P1420,2025-08-01,1,192.94,3.6,192.94
C00010,026.542.351-14,P001,2025-07-26,2,59.9,4.4,119.8
C00903,817.932.302-18,P0117,2025-04-11,2,76.63,3.5,153.26
C00951,481.754.965-33,P1597,2026-07-28,1,331.04,4.7,331.04
C01265,174.101.194-97,P1639,2025-11-06,1,122.73,4.8,122.73
C00303,104.332.181-00,P007,2025-01-28,1,139.9,4.1,139.9
C00319,395.376.724-09,P014,2025-11-26,1,129.9,4.4,129.9
C01525,824.967.183-06,P1634,2025-11-14,2,244.63,3.3,489.26
C01347,537.599.004-02,P0850,2026-01-12,1,254.19,4.7,254.19
C01623,650.948.014-06,P0540,2025-11-26,1,379.59,4.0,379.59
C00542,901.495.427-12,P0613,2025-06-12,3,292.05,4.9,876.15
C01996,516.994.970-79,P0225,2026-02-25,2,87.25,4.7,174.5
C00546,593.195.256-09,P1491,2026-04-18,1,132.61,5.0,132.61
C01302,290.148.706-80,P0557,2025-12-17,1,398.78,2.5,398.78
C00325,026.542.351-14,P013,2025-07-08,1,49.9,3.5,49.9
C01838,706.810.390-19,P1443,2025-12-30,3,268.14,4.6,804.42
C00665,844.198.665-78,P0736,2026-01-22,2,336.15,5.0,672.3
C01605,638.409.112-73,P1662,2025-08-15,1,178.27,4.0,178.27
C00663,861.634.212-56,P1160,2025-11-18,2,321.67,5.0,643.34
C01582,990.767.699-31,P0697,2026-07-18,2,282.15,3.3,564.3
C00909,691.983.210-05,P0267,2025-02-14,2,134.22,5.0,268.44
C00125,960.013.389-14,P005,2025-09-02,1,229.9,5.0,229.9
C00381,489.325.288-70,P007,2025-09-14,1,139.9,5.0,139.9
C01367,045.792.714-32,P0523,2025-08-07,2,337.59,4.9,675.18
C00387,269.166.978-57,P010,2025-06-07,3,99.9,4.1,299.7
C00551,108.046.619-36,P1852,2025-11-11,2,211.21,4.2,422.42
C01084,987.411.325-13,P0545,2026-01-13,2,196.98,4.7,393.96
C00507,546.212.760-00,P0516,2025-11-14,1,330.48,5.0,330.48
C00258,269.166.978-57,P005,2025-02-28,1,229.9,4.4,229.9
C01249,095.493.059-29,P0618,2025-10-23,1,162.41,5.0,162.41
C01378,157.676.472-91,P1763,2026-02-07,2,97.51,3.9,195.02
C01467,497.567.922-13,P1230,2026-04-09,3,79.72,3.3,239.16
C01888,920.613.638-06,P0765,2026-05-09,2,148.09,3.2,296.18
C00249,928.327.648-51,P004,2025-09-20,1,169.9,3.8,169.9
C00854,932.048.996-32,P0179,2025-11-24,3,165.66,5.0,496.98
C00468,395.376.724-09,P005,2025-01-08,1,229.9,4.8,229.9
C01803,022.526.771-39,P1127,2026-08-16,1,86.99,3.8,86.99
C01080,228.015.619-91,P1514,2026-06-02,5,122.19,4.1,610.95
C00197,480.184.514-27,P002,2025-03-14,3,79.9,4.3,239.7
C01385,563.600.412-51,P0782,2025-11-03,1,277.67,3.7,277.67
C00086,532.871.012-69,P012,2025-03-26,3,299.9,4.5,899.7
C00549,916.503.440-66,P1276,2026-05-23,1,133.38,4.9,133.38
C01443,842.530.428-80,P0072,2026-04-13,3,133.27,3.6,399.81
C01013,344.857.142-33,P0351,2025-12-31,2,101.96,3.6,203.92
C01523,013.290.227-34,P0029,2025-05-01,1,81.4,5.0,81.4
C01143,211.882.419-07,P0579,2025-09-16,3,365.38,3.6,1096.14
C01687,695.007.418-22,P1220,2025-12-27,1,159.26,4.1,159.26
C01126,459.701.082-35,P1413,2025-05-27,1,123.7,5.0,123.7
C00114,350.305.641-60,P011,2025-10-25,1,249.9,5.0,249.9
C00143,039.117.182-84,P010,2025-01-11,5,99.9,4.0,499.5
C01554,732.283.608-14,P0740,2025-11-13,2,220.34,5.0,440.68
C00078,395.376.724-09,P015,2025-10-04,1,89.9,4.4,89.9
C00754,172.131.451-26,P0739,2025-09-01,1,167.65,4.0,167.65
C00033,350.305.641-60,P010,2025-04-18,2,99.9,4.4,199.8
C00607,681.820.967-07,P0734,2026-02-06,4,377.86,4.9,1511.44
C01191,102.918.133-05,P1871,2025-05-25,3,170.27,4.6,510.81
C00347,095.701.543-73,P010,2025-07-08,2,99.9,4.4,199.8
C00933,432.447.417-62,P1482,2026-02-25,1,145.22,5.0,145.22
C01993,339.137.326-16,P0402,2025-07-13,3,130.66,4.5,391.98
C00141,480.184.514-27,P002,2025-11-03,1,79.9,3.8,79.9
C00128,095.701.543-73,P013,2025-08-02,2,49.9,4.1,99.8
C00543,889.937.567-40,P0790,2025-03-23,1,217.52,4.4,217.52
C01655,243.588.537-73,P0255,2025-07-31,1,376.98,4.2,376.98
C00812,435.864.496-15,P0066,2025-06-20,4,59.56,4.8,238.24
C01279,130.753.841-00,P0274,2025-01-02,1,147.01,4.8,147.01
C00068,039.117.182-84,P004,2025-12-23,1,169.9,3.6,169.9
C01471,235.469.510-18,P0761,2025-12-04,1,396.68,4.4,396.68
C00135,480.184.514-27,P002,2025-12-18,1,79.9,4.1,79.9
C01424,143.468.239-04,P0099,2025-05-15,2,203.42,3.5,406.84
C00296,039.117.182-84,P008,2025-08-25,3,219.9,4.9,659.7
C01717,983.863.840-42,P0602,2025-04-01,1,130.57,5.0,130.57
C00593,120.047.113-02,P0323,2025-12-22,1,188.13,5.0,188.13
C00368,532.871.012-69,P014,2025-11-12,1,129.9,4.5,129.9
C00674,532.593.993-99,P0089,2026-08-17,2,396.84,4.5,793.68
C00002,238.849.696-92,P008,2025-09-22,2,219.9,5.0,439.8
C00331,480.184.514-27,P001,2025-06-30,2,59.9,3.9,119.8
C01198,530.281.650-40,P0298,2025-08-30,1,127.51,4.1,127.51
C00602,172.131.451-26,P1928,2025-09-13,2,121.33,4.6,242.66
C00708,327.303.461-04,P0506,2025-10-23,1,331.27,4.4,331.27
C01615,456.350.200-62,P1269,2025-12-10,1,94.32,4.7,94.32
C00248,269.166.978-57,P008,2025-11-07,1,219.9,4.5,219.9
C00792,707.057.836-93,P0657,2025-12-23,2,150.65,4.7,301.3
C00373,960.013.389-14,P005,2025-09-11,2,229.9,5.0,459.8
C00966,312.172.715-03,P0889,2026-04-10,1,244.52,4.2,244.52
C00664,865.596.309-78,P0556,2025-07-19,2,363.36,4.6,726.72
C00093,960.013.389-14,P013,2025-01-16,4,49.9,3.9,199.6
C00141,480.184.514-27,P002,2025-11-03,1,79.9,3.8,79.9
C01705,993.607.984-10,P1867,2026-05-18,5,116.94,4.7,584.7
C00114,350.305.641-60,P011,2025-10-25,1,249.9,5.0,249.9
C01566,657.744.916-33,P1592,2025-01-19,3,282.02,3.6,846.06
C01833,709.085.991-61,P1828,2026-01-23,2,389.4,4.0,778.8
C00932,911.289.812-03,P0476,2026-08-14,1,336.05,3.1,336.05
C00625,563.268.685-05,P0182,2025-12-28,3,74.09,5.0,222.27
C01553,642.152.265-38,P0976,2025-08-03,1,336.3,4.8,336.3
C01965,216.591.438-88,P0997,2025-02-10,1,333.47,4.9,333.47
C00241,104.332.181-00,P010,2025-12-03,3,99.9,4.2,299.7
C01929,856.218.501-90,P0553,2025-07-21,1,239.15,4.9,239.15
C01888,920.613.638-06,P0765,2026-05-09,2,148.09,3.2,296.18
C00286,489.325.288-70,P002,2025-11-27,2,79.9,3.6,159.8
C00110,278.248.963-15,P012,2025-05-22,2,299.9,4.1,599.8
C01430,583.938.661-89,P1229,2025-04-18,2,138.51,3.8,277.02
C00156,269.166.978-57,P002,2025-04-26,5,79.9,4.3,399.5
C01202,019.179.202-02,P0473,2025-04-19,2,72.11,4.4,144.22
C00130,039.117.182-84,P007,2025-06-06,2,139.9,4.2,279.8
C01382,909.010.016-43,P0230,2025-08-29,3,377.92,4.3,1133.76
C00464,083.863.794-99,P015,2025-08-19,3,89.9,4.4,269.7
C00193,161.559.407-89,P002,2025-06-01,1,79.9,3.9,79.9
C00134,960.013.389-14,P004,2025-05-28,2,169.9,3.6,339.8
C00378,928.327.648-51,P014,2025-11-16,2,129.9,4.3,259.8
C01082,660.965.699-19,P1703,2026-02-21,1,171.46,4.5,171.46
C00154,627.048.281-05,P002,2025-01-15,5,79.9,4.0,399.5
C01605,638.409.112-73,P1662,2025-08-15,1,178.27,4.0,178.27
C01209,050.506.138-41,P0209,2025-02-01,1,137.3,4.2,137.3
C00595,825.952.694-88,P0669,2026-05-15,3,119.87,4.5,359.61
C01974,418.938.984-66,P1190,2025-04-16,1,214.81,4.5,214.81
C01318,333.447.626-05,P0262,2025-01-13,2,224.18,5.0,448.36
C01344,435.811.288-96,P0605,2025-09-21,2,354.74,4.3,709.48
C00348,083.863.794-99,P002,2025-06-08,1,79.9,4.2,79.9
C01422,422.438.649-67,P1701,2025-04-06,4,174.04,4.0,696.16
C01119,970.996.254-03,P0948,2025-10-30,3,319.57,3.7,958.71
C01970,130.753.841-00,P1648,2025-10-24,1,244.85,4.4,244.85
C00956,397.561.547-80,P0864,2026-03-02,2,388.61,4.6,777.22
C01357,339.439.457-07,P0812,2025-01-24,4,375.61,3.9,1502.44
C00683,503.250.173-52,P0464,2025-04-23,1,48.25,4.1,48.25
C00081,960.013.389-14,P004,2025-08-04,1,169.9,4.2,169.9
C00256,960.013.389-14,P007,2025-01-10,2,139.9,4.8,279.8
C01735,942.843.479-50,P1114,2025-04-05,1,114.92,3.4,114.92
C01477,717.217.337-60,P0576,2026-07-06,1,190.63,4.6,190.63
C00730,912.896.599-07,P1740,2026-06-16,1,233.59,4.3,233.59
C01396,041.574.733-37,P003,2025-01-01,3,149.9,4.2,449.7
C00009,269.166.978-57,P006,2025-08-05,1,189.9,4.9,189.9
C00075,816.184.959-50,P012,2025-09-01,2,299.9,4.5,599.8
C01015,100.996.881-58,P0895,2026-01-18,1,184.55,4.7,184.55
C01250,734.151.773-51,P0356,2025-09-09,2,253.94,3.6,507.88
C01875,197.218.114-91,P1179,2025-09-02,1,50.93,3.9,50.93
C01520,651.939.828-40,P1055,2025-08-04,2,357.31,4.5,714.62
C00515,998.989.721-22,P1482,2025-11-01,2,145.22,3.8,290.44
C01631,165.585.239-65,P1890,2026-08-07,3,253.86,4.7,761.58
C00984,341.232.812-06,P0350,2025-02-26,1,343.01,3.8,343.01
C01653,998.989.721-22,P1283,2025-01-06,1,329.87,5.0,329.87
C00348,083.863.794-99,P002,2025-06-08,1,79.9,4.2,79.9
C00053,395.376.724-09,P007,2025-11-07,5,139.9,5.0,699.5
C00116,480.184.514-27,P005,2025-06-06,1,229.9,4.3,229.9
C01982,724.380.701-10,P1486,2025-07-15,2,291.37,4.1,582.74
C00162,104.332.181-00,P005,2025-06-02,3,229.9,4.4,689.7
C01879,506.159.399-53,P0476,2025-12-06,1,336.05,3.4,336.05
C01455,327.303.461-04,P0266,2026-02-02,3,332.81,5.0,998.43
C00293,960.013.389-14,P007,2025-07-06,2,139.9,4.4,279.8
C01729,645.465.535-01,P1364,2026-07-11,3,376.38,4.0,1129.14
C00289,161.559.407-89,P002,2025-06-01,3,79.9,4.8,239.7
C00287,489.325.288-70,P006,2025-01-10,1,189.9,4.9,189.9
C01152,663.439.252-87,P0238,2025-03-30,1,306.67,4.0,306.67
C00577,640.376.137-43,P0617,2026-05-16,1,74.2,5.0,74.2
